goodreads_book_id,title,authors,language_code,original_publication_year
1282954,The Last Anniversary,Liane_Moriarty,eng,2006
5047880,"Hunger (Gone, #2)",Michael__Grant,eng,2009
2292384,"Fearless Fourteen (Stephanie Plum, #14)",Janet_Evanovich,eng,2008
12615008,"Revolution 2020: Love, Corruption, Ambition",Chetan_Bhagat,eng,2011
160629,"A Bear Called Paddington (Paddington, #1)",Michael_Bond,eng,1958
162089,"Flawless (Pretty Little Liars, #2)",Sara_Shepard,eng,2007
91253,"Ramona Quimby, Age 8 (Ramona, #6)",Beverly_Cleary,eng,1981
98427,The General's Daughter,Nelson_DeMille,,1992
65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony_Snicket,eng,2001
330744,"InuYasha: Turning Back Time (InuYasha, #1)",Rumiko_Takahashi,eng,1997
226162,The Omen,David_Seltzer,eng,1976
6134826,"Blue Moon (The Immortals, #2)",Alyson_Noel,eng,2009
12849385,"The Innocent (Will Robie, #1)",David_Baldacci,eng,2012
2161733,"Child 44 (Leo Demidov, #1)",Tom_Rob_Smith,eng,2008
348225,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",Nancy_E._Turner,eng,1998
23751850,The Hypnotist's Love Story,Liane_Moriarty,eng,2011
4008,"The Devil and Miss Prym (On the Seventh Day, #3)",Paulo_Coelho,eng,2000
18419,The Kissing Hand,Audrey_Penn,eng,1993
17306293,"Shift (Silo, #2)",Hugh_Howey,eng,2013
8357992,"Worth Dying For (Jack Reacher, #15)",Lee_Child,eng,2010
454856,Look Me in the Eye: My Life with Asperger's,John_Elder_Robison,eng,2007
84136,Fantasy Lover (Dark-Hunterverse #1),Sherrilyn_Kenyon,eng,2002
2029177,Sundays at Tiffany's,James_Patterson,eng,2008
111180,Perfect Match,Jodi_Picoult,eng,2002
9844,Prep,Curtis_Sittenfeld,eng,2005
96647,Scar Tissue,Anthony_Kiedis,eng,2004
58027,Alias Grace,Margaret_Atwood,ger,1996
17876893,"Captivated by You (Crossfire, #4)",Sylvia_Day,eng,2014
29946,Illusions: The Adventures of a Reluctant Messiah,Richard_Bach,eng,1977
6381205,"Soulless (Parasol Protectorate, #1)",Gail_Carriger,eng,2009
17623975,"Just One Day (Just One Day, #1)",Gayle_Forman,eng,2013
1661957,"Wake (Wake, #1)",Lisa_McMann,eng,2008
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha_Mukherjee,eng,2010
270804,"Glass (Crank, #2)",Ellen_Hopkins,eng,2007
760,Memories of My Melancholy Whores,Gabriel_García_Márquez,eng,2004
10872085,"Only Time Will Tell (The Clifton Chronicles, #1)",Jeffrey_Archer,eng,2011
773038,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,Deepak_Chopra,eng,2013
79790,Magical Thinking: True Stories,Augusten_Burroughs,eng,2004
13835,"In the Hand of the Goddess (Song of the Lioness, #2)",Tamora_Pierce,eng,1984
13132,"3rd Degree (Women's Murder Club, #3)",James_Patterson,,2004
12543,Bird by Bird: Some Instructions on Writing and Life,Anne_Lamott,,1994
8835379,"Ruby Red (Precious Stone Trilogy, #1)",Kerstin_Gier,eng,2009
6581511,"Shadowland (The Immortals, #3)",Alyson_Noel,eng,2009
216443,Heir to the Empire (Star Wars: The Thrawn Trilogy #1),Timothy_Zahn,eng,1991
13837,"Lioness Rampant (Song of the Lioness, #4)",Tamora_Pierce,eng,1988
259538,"Outbreak (Dr. Marissa Blumenthal, #1)",Robin_Cook,eng,1987
129603,You Can Heal Your Life,Louise_L._Hay,eng,1984
18641982,The Vacationers,Emma_Straub,,2014
9496240,"The Hangman's Daughter (The Hangman's Daughter, #1)",Oliver_Pötzsch,eng,2008
14064,I Am Legend,Richard_Matheson,eng,1954
150739,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",Patricia_C._Wrede,eng,1990
455925,"Running Blind (Jack Reacher, #4)",Lee_Child,eng,2000
37301,"Rules of Prey (Lucas Davenport, #1)",John_Sandford,eng,1989
84847,"Ashes to Ashes (Kovac and Liska, #1)",Tami_Hoag,eng,1999
16703,The Yiddish Policemen's Union,Michael_Chabon,eng,2007
13642950,The Aviator's Wife,Melanie_Benjamin,eng,2013
474858,A Bad Case of Stripes,David_Shannon,eng,1998
10428708,"The Affair (Jack Reacher, #16)",Lee_Child,eng,2011
33514,The Elements of Style,William_Strunk_Jr.,eng,1918
12948,The Turn of the Screw,Henry_James,eng,1898
6066819,Best Friends Forever,Jennifer_Weiner,eng,2009
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A._Salvatore,eng,1990
100365,The Mote in God's Eye,Larry_Niven,eng,1974
9572203,"The Snowman (Harry Hole, #7)",Jo_Nesbø,eng,2007
166997,Stoner,John__Williams,eng,1965
24937,Wicked: The Grimmerie,David_Cote,eng,2005
42607,As You Like It,William_Shakespeare,eng,1599
95431,"Preacher, Volume 1: Gone to Texas",Garth_Ennis,eng,1996
15638,Cyrano de Bergerac,Edmond_Rostand,eng,1897
12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",Anne_Fadiman,eng,1997
3128411,"Bone Crossed (Mercy Thompson, #4)",Patricia_Briggs,eng,2009
8709526,"The Indigo Spell (Bloodlines, #3)",Richelle_Mead,eng,2013
6050298,"Dreamfever (Fever, #4)",Karen_Marie_Moning,eng,2009
16243,Case Histories (Jackson Brodie #1),Kate_Atkinson,eng,2004
15799166,"Release Me (Stark Trilogy, #1)",J._Kenner,eng,2013
17910611,Wedding Night,Sophie_Kinsella,eng,2013
25099,The Doll's House (The Sandman #2),Neil_Gaiman,eng,1990
1000751,"Pollyanna (Pollyanna, #1)",Eleanor_H._Porter,eng,1912
2743,The Lost Boy (Dave Pelzer #2),Dave_Pelzer,eng,1997
17855756,"Dust (Silo, #3)",Hugh_Howey,eng,2013
13547188,Lone Wolf,Jodi_Picoult,eng,2012
10588,Nightmares and Dreamscapes,Stephen_King,eng,1993
7304203,"Shadowfever (Fever, #5)",Karen_Marie_Moning,eng,2011
3613997,The Associate,John_Grisham,eng,2009
13324841,"Son (The Giver, #4)",Lois_Lowry,eng,2012
18310944,The Sandman: Overture,Neil_Gaiman,eng,2015
13569581,"Blood Song (Raven's Shadow, #1)",Anthony__Ryan,eng,2011
7137775,"Rules of Attraction (Perfect Chemistry, #2)",Simone_Elkeles,eng,2010
93007,The Merry Adventures of Robin Hood,Howard_Pyle,eng,1883
9915,Less Than Zero,Bret_Easton_Ellis,eng,1985
875441,Someone Knows My Name,Lawrence_Hill,eng,2007
93101,The Arabian Nights,Anonymous,eng,800
7093952,"Faithful Place (Dublin Murder Squad, #3)",Tana_French,eng,2010
18467802,Euphoria,Lily_King,eng,2014
9301,"Rachel's Holiday (Walsh Family, #2)",Marian_Keyes,eng,1997
41811,The Caves of Steel (Robot #1),Isaac_Asimov,eng,1954
17800,"Dance Dance Dance (The Rat, #4)",Haruki_Murakami,eng,1988
232109,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",Beverly_Cleary,eng,1965
3432478,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",Carrie_Ryan,eng,2009
189783,"The Elfstones of Shannara  (The Original Shannara Trilogy, #2)",Terry_Brooks,eng,1982
7741325,"Dash & Lily's Book of Dares (Dash & Lily, #1)",Rachel_Cohn,eng,2010
17333230,The Luminaries,Eleanor_Catton,eng,2013
826584,If You Give a Moose a Muffin,Laura_Joffe_Numeroff,eng,1991
32421,Velocity,Dean_Koontz,eng,2005
4143,Barrel Fever: Stories and Essays,David_Sedaris,eng,1994
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry_Pratchett,eng,1991
17303,"Piercing the Darkness (Darkness, #2)",Frank_E._Peretti,eng,1989
69242,Made to Stick: Why Some Ideas Survive and Others Die,Chip_Heath,eng,2006
401514,Alive: The Story of the Andes Survivors,Piers_Paul_Read,eng,1974
3679,On Beauty,Zadie_Smith,eng,2005
13360,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce_Meyer,eng,1995
59829,"Dance Upon the Air (Three Sisters Island, #1)",Nora_Roberts,eng,2001
645023,"Castle of Wizardry (The Belgariad, #4)",David_Eddings,eng,1984
8492319,"Lover Unleashed (Black Dagger Brotherhood, #9)",J.R._Ward,eng,2011
6566722,"Heat Wave (Nikki Heat, #1)",Richard_Castle,eng,2008
18607805,Kindle Paperwhite User's Guide,Amazon,eng,2011
4659,A Widow for One Year,John_Irving,,1998
25350,"Out of the Silent Planet (Space Trilogy, #1)",C.S._Lewis,eng,1938
6687,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",Roald_Dahl,,1972
826585,If You Give a Pig a Pancake ,Laura_Joffe_Numeroff,eng,1998
567678,The Wasp Factory,Iain_Banks,eng,1984
10112885,Night Film,Marisha_Pessl,eng,2013
10211494,Stories I Only Tell My Friends,Rob_Lowe,eng,2011
16085481,Crazy Rich Asians (Crazy Rich Asians #1),Kevin_Kwan,eng,2013
51428,"Rebel Angels (Gemma Doyle, #2)",Libba_Bray,eng,2005
344262,"Bloodfever (Fever, #2)",Karen_Marie_Moning,eng,2007
2702704,"Faefever (Fever, #3)",Karen_Marie_Moning,eng,2008
22744701,My Sister's Grave (Tracy Crosswhite #1),Robert_Dugoni,eng,2014
24120519,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",Ransom_Riggs,eng,2015
3102,Howards End,E.M._Forster,eng,1910
102458,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)",Mike_Mignola,eng,1994
13643567,"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle_Hodkin,eng,2012
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick_Riordan,eng,2015
54499,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)",Alexandre_Dumas,eng,1850
89717,The Haunting of Hill House,Shirley_Jackson,eng,1959
18864,The Rum Diary,Hunter_S._Thompson,eng,1998
8253,"Little Town on the Prairie  (Little House, #7)",Laura_Ingalls_Wilder,eng,1941
31122,I Capture the Castle,Dodie_Smith,eng,1948
7933617,"Destined (House of Night, #9)",P.C._Cast,eng,2011
6048530,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet_Evanovich,eng,2009
38500,Women,Charles_Bukowski,eng,1978
159178,"North and South (North and South, #1)",John_Jakes,eng,1982
6587387,"Silver Borne (Mercy Thompson, #5)",Patricia_Briggs,eng,2010
31259,"The Bourne Ultimatum (Jason Bourne, #3)",Robert_Ludlum,eng,1990
68488,"Fool's Errand (Tawny Man, #1)",Robin_Hobb,eng,2001
20821111,"The Young Elites (The Young Elites, #1)",Marie_Lu,eng,2014
59810,"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora_Roberts,eng,1999
30659,Meditations,Marcus_Aurelius,eng,180
34262,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",Dave_Barry,eng,2004
475,Collapse: How Societies Choose to Fail or Succeed,Jared_Diamond,eng,2004
41219,Possession,A.S._Byatt,eng,1990
2753843,"Revelations (Blue Bloods, #3)",Melissa_de_la_Cruz,eng,2008
19668,"Without Remorse (Jack Ryan Universe, #1)",Tom_Clancy,eng,1993
93981,The Interpretation of Dreams,Sigmund_Freud,,1899
19581,Ghost Story,Peter_Straub,eng,1979
65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony_Snicket,eng,2005
25,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,Bill_Bryson,eng,1998
65112,"The End (A Series of Unfortunate Events, #13)",Lemony_Snicket,eng,2006
14241,The Liars' Club,Mary_Karr,eng,1995
15985348,"Dead Ever After (Sookie Stackhouse, #13)",Charlaine_Harris,eng,2013
24830,The Illustrated Man,Ray_Bradbury,eng,1951
15852756,"Naked (The Blackstone Affair, #1)",Raine_Miller,eng,2010
17934530,"Annihilation (Southern Reach, #1)",Jeff_VanderMeer,eng,2014
11479285,"Breathe (Sea Breeze, #1)",Abbi_Glines,eng,2011
58922,The Runaway Bunny,Margaret_Wise_Brown,eng,1942
8520362,The Grand Design,Stephen_Hawking,eng,2010
5345,The Innocent Man: Murder and Injustice in a Small Town,John_Grisham,eng,2006
10617,The Bachman Books,Richard_Bachman,eng,1985
17568801,Zealot: The Life and Times of Jesus of Nazareth,Reza_Aslan,eng,2013
761732,"Soul of the Fire (Sword of Truth, #5)",Terry_Goodkind,eng,1999
11331421,The Art of Hearing Heartbeats,Jan-Philipp_Sendker,eng,2002
8935689,"Consider Phlebas (Culture, #1)",Iain_M._Banks,eng,1987
759945,The Magic of Thinking Big,David_J._Schwartz,eng,1959
31332,"The Vampire Armand (The Vampire Chronicles, #6)",Anne_Rice,eng,1998
17337562,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi_Glines,eng,2013
768889,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George_R.R._Martin,eng,2000
180617,Pinocchio,Carlo_Collodi,eng,1883
9565548,"Grave Mercy (His Fair Assassin, #1)",Robin_LaFevers,eng,2012
833253,The Power of a Praying Wife,Stormie_Omartian,,1996
249,Tropic of Cancer,Henry_Miller,eng,1934
3086160,The Hour I First Believed,Wally_Lamb,eng,2007
7952502,Harry Potter: Film Wizardry,Brian_Sibley,eng,2010
18386,The Death of Ivan Ilych,Leo_Tolstoy,eng,1886
23995231,Circling the Sun,Paula_McLain,eng,2015
5306,Travels with Charley: In Search of America,John_Steinbeck,eng,1962
10950924,The Dovekeepers,Alice_Hoffman,eng,2011
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott_Lynch,eng,2013
113304,The Thief Lord,Cornelia_Funke,eng,2000
12983100,"World After (Penryn & the End of Days, #2)",Susan_Ee,eng,2013
14996,"Brother Odd (Odd Thomas, #3)",Dean_Koontz,eng,2006
42603,Black Like Me,John_Howard_Griffin,eng,1960
1840511,Snuff,Chuck_Palahniuk,eng,2008
13140,"Jack & Jill (Alex Cross, #3)",James_Patterson,eng,1996
5015,Saturday,Ian_McEwan,eng,2005
185911,"When the Bough Breaks (Alex Delaware, #1)",Jonathan_Kellerman,eng,1985
83674,The Bridges of Madison County,Robert_James_Waller,eng,1992
4494917,"Gone Tomorrow (Jack Reacher, #13)",Lee_Child,eng,2009
4588949,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael_Scott,eng,2009
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary_Mantel,eng,2012
2921082,"The Maze of Bones  (The 39 Clues, #1)",Rick_Riordan,eng,2008
603204,How to Cook Everything: Simple Recipes for Great Food,Mark_Bittman,eng,1998
690926,"The Twilight Collection (Twilight, #1-3)",Stephenie_Meyer,eng,2007
857502,Concerning the Spiritual in Art,Wassily_Kandinsky,eng,1912
186190,"Forrest Gump (Forrest Gump, #1)",Winston_Groom,eng,1986
11991,The Fall,Albert_Camus,eng,1956
7572,Even Cowgirls Get the Blues,Tom_Robbins,eng,1976
6138,The Moonstone,Wilkie_Collins,eng,1868
374233,If on a Winter's Night a Traveler,Italo_Calvino,eng,1979
13521,"Son of a Witch (The Wicked Years, #2)",Gregory_Maguire,eng,2004
815309,On Chesil Beach,Ian_McEwan,eng,2007
64854,"M is for Malice (Kinsey Millhone, #13)",Sue_Grafton,eng,1996
6531,"Point of Origin (Kay Scarpetta, #9)",Patricia_Cornwell,eng,1998
106264,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia_MacLachlan,eng,1985
33454,"Bloodsucking Fiends (A Love Story, #1)",Christopher_Moore,eng,1995
7857195,Squirrel Seeks Chipmunk: A Modest Bestiary,David_Sedaris,eng,2010
7015403,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené_Brown,eng,2010
28214365,Commonwealth,Ann_Patchett,eng,2016
6267237,"The Van Alen Legacy (Blue Bloods, #4)",Melissa_de_la_Cruz,eng,2009
133526,Blueberries for Sal,Robert_McCloskey,eng,1948
17340050,"Losing Hope (Hopeless, #2)",Colleen_Hoover,eng,2013
10566,Lisey's Story,Stephen_King,eng,2006
15851746,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben_Alexander,eng,2012
400354,"Men at Arms (Discworld, #15; City Watch #2)",Terry_Pratchett,eng,1993
495395,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J._Jacobs,eng,2007
42432,God Emperor of Dune (Dune Chronicles #4),Frank_Herbert,eng,1981
18465657,The One & Only,Emily_Giffin,eng,2014
40493,"The Valley of Horses (Earth's Children, #2)",Jean_M._Auel,eng,1982
15811568,Six Years,Harlan_Coben,eng,2013
78039,"Ramona the Pest (Ramona, #2)",Beverly_Cleary,,1968
2985500,"Night World, No. 2 (Night World, #4-6)",L.J._Smith,eng,2008
13872,Geek Love,Katherine_Dunn,eng,1989
1540,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)",Sophocles,eng,-401
5527,All the King's Men,Robert_Penn_Warren,eng,1946
5452,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann_Brashares,eng,2005
43931,The Woods,Harlan_Coben,eng,2007
187065,"New Spring (Wheel of Time, #0)",Robert_Jordan,eng,2004
11600163,The Litigators,John_Grisham,eng,2011
23604559,My Grandmother Asked Me to Tell You She's Sorry,Fredrik_Backman,eng,2013
7959473,"American Assassin (Mitch Rapp, #1)",Vince_Flynn,eng,2010
13588356,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené_Brown,,2012
17333319,Burial Rites,Hannah_Kent,eng,2013
45162,Fingersmith,Sarah_Waters,eng,2002
40189,A Year in Provence,Peter_Mayle,eng,1989
37186,The Miraculous Journey of Edward Tulane,Kate_DiCamillo,eng,2000
10163292,The Last Letter from Your Lover,Jojo_Moyes,eng,2008
762806,"Gorky Park (Arkady Renko, #1)",Martin_Cruz_Smith,eng,1981
15781725,The House Girl,Tara_Conklin,eng,2013
25346,Out of the Dust,Karen_Hesse,,1997
23219,"Queen of Babble (Queen of Babble, #1)",Meg_Cabot,eng,2006
13563669,"The Third Wheel (Diary of a Wimpy Kid, #7)",Jeff_Kinney,eng,2012
11925514,"Code Name Verity (Code Name Verity, #1)",Elizabeth_Wein,eng,2012
270807,"Burned (Burned, #1)",Ellen_Hopkins,eng,2006
43330,Master of the Game,Sidney_Sheldon,eng,1982
6539,"The Body Farm (Kay Scarpetta, #5)",Patricia_Cornwell,eng,1994
93722,"The Boy Next Door (Boy, #1)",Meg_Cabot,eng,2002
19351,The Epic of Gilgamesh,Anonymous,eng,-1750
1254951,"The Luxe (Luxe, #1)",Anna_Godbersen,eng,2007
19330,The Complete Tales,Beatrix_Potter,,1986
11650,"American Pastoral (The American Trilogy, #1)",Philip_Roth,eng,1997
24453082,Big Magic: Creative Living Beyond Fear,Elizabeth_Gilbert,eng,2015
19486421,"Skin Game (The Dresden Files, #15)",Jim_Butcher,eng,2014
476543,The Darkest Night (Lords of the Underworld #1),Gena_Showalter,eng,2008
2845024,Anathem,Neal_Stephenson,eng,2008
6433752,The Lacuna,Barbara_Kingsolver,eng,2009
34532,"Hogfather (Discworld, #20; Death, #4)",Terry_Pratchett,eng,1996
5190,Open House,Elizabeth_Berg,eng,2000
16130291,The Silver Star,Jeannette_Walls,eng,2013
11768,The Hotel New Hampshire,John_Irving,eng,1981
15309,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell_K._Hamilton,eng,1994
762053,"Key of Light (Key Trilogy, #1)",Nora_Roberts,eng,2003
2241059,Identical,Ellen_Hopkins,eng,2008
7746259,The Stand: Soul Survivors,Roberto_Aguirre-Sacasa,eng,2010
9583508,"Smokin' Seventeen (Stephanie Plum, #17)",Janet_Evanovich,eng,2011
105549,The Sneetches and Other Stories,Dr._Seuss,eng,1961
598160,"Polar Bear, Polar Bear, What Do You Hear?",Bill_Martin_Jr.,eng,1982
24861,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann_Hesse,ger,1919
9590,"God Bless You, Mr. Rosewater",Kurt_Vonnegut_Jr.,eng,1965
282282,"Skip Beat!, Vol. 01",Yoshiki_Nakamura,eng,2002
19030845,Batman: The Dark Knight Returns #1,Frank_Miller,eng,1986
99298,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)",J.K._Rowling,eng,1999
6597651,The Windup Girl,Paolo_Bacigalupi,eng,2009
92308,The Importance of Being Earnest and Other Plays,Oscar_Wilde,eng,1954
9627755,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie_Perkins,eng,2014
38619,"Magic Bites (Kate Daniels, #1)",Ilona_Andrews,eng,2007
17255265,"This Man Confessed (This Man, #3)",Jodi_Ellen_Malpas,eng,2013
43944,Suite Française,Irène_Némirovsky,,2004
395233,The Letters of Vincent van Gogh,Vincent_van_Gogh,eng,1914
34499,"Sourcery (Discworld, #5; Rincewind #3)",Terry_Pratchett,eng,1988
29801,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan_Lee_O'Malley,,2005
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant_Morrison,eng,1989
20698530,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny_Han,eng,2015
23153154,"Memory Man (Amos Decker, #1)",David_Baldacci,eng,2015
2138727,Mudbound,Hillary_Jordan,eng,2008
55403,Black Hawk Down,Mark_Bowden,eng,1999
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E._Schwab,eng,2015
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David_Grann,eng,2009
15704459,"Firefight (The Reckoners, #2)",Brandon_Sanderson,eng,2015
28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi_Canavan,eng,2001
6693332,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael_Scott,eng,2010
6977769,"61 Hours (Jack Reacher, #14)",Lee_Child,eng,2010
662597,Cut,Patricia_McCormick,eng,2000
74532,George's Marvellous Medicine,Roald_Dahl,eng,1981
41193,A Thousand Acres,Jane_Smiley,eng,1991
24780,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd_Alexander,eng,1964
2355575,"Cry Wolf (Alpha & Omega, #1)",Patricia_Briggs,eng,2008
770051,Olivia,Ian_Falconer,eng,2000
77156,"Plainsong (Plainsong, #1)",Kent_Haruf,eng,1999
62953,Ghost World,Daniel_Clowes,eng,1998
11966216,"Torn (Trylle, #2)",Amanda_Hocking,eng,2010
19117,Fathers and Sons,Ivan_Turgenev,eng,1862
113934,The Goal: A Process of Ongoing Improvement,Eliyahu_M._Goldratt,eng,1984
9684523,Caleb's Crossing,Geraldine_Brooks,eng,2011
2722413,"Evernight (Evernight, #1)",Claudia_Gray,eng,2008
108942,"Bad Luck and Trouble (Jack Reacher, #11)",Lee_Child,eng,2007
2152,The Jane Austen Book Club,Karen_Joy_Fowler,eng,2004
21965107,The Children Act,Ian_McEwan,eng,2014
7023554,"Sizzling Sixteen (Stephanie Plum, #16)",Janet_Evanovich,eng,2009
22543496,Elon Musk: Inventing the Future,Ashlee_Vance,eng,2015
12591698,"Caliban's War (The Expanse, #2)",James_S.A._Corey,eng,2012
13454149,"Barely Breathing (Breathing, #2)",Rebecca_Donovan,eng,2012
1375,The Iliad/The Odyssey,Homer,eng,-762
16992,Kingdom Come,Mark_Waid,eng,1996
6882,Papillon,Henri_Charrière,,1969
56373,Tipping the Velvet,Sarah_Waters,eng,1998
11607446,"The Wishing Spell (The Land of Stories, #1)",Chris_Colfer,eng,2012
2586771,The 19th Wife,David_Ebershoff,eng,2008
44184,Monster,Walter_Dean_Myers,eng,1999
9814682,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",George_R.R._Martin,eng,2011
132336,"Body of Evidence (Kay Scarpetta, #2)",Patricia_Cornwell,eng,1991
16148398,Saga #1,Brian_K._Vaughan,eng,2012
1651302,"Perfect (Pretty Little Liars, #3)",Sara_Shepard,eng,2007
15717876,"The Secret of Ella and Micha (The Secret, #1)",Jessica_Sorensen,eng,2012
9533378,"Hounded (The Iron Druid Chronicles, #1)",Kevin_Hearne,eng,2011
22076,From a Buick 8,Stephen_King,eng,2002
77507,"Red Mars (Mars Trilogy, #1)",Kim_Stanley_Robinson,eng,1993
286957,The Yellow Wall-Paper,Charlotte_Perkins_Gilman,eng,1892
17136,The Time Machine/The Invisible Man,H.G._Wells,,1968
628139,"Sea Swept (Chesapeake Bay Saga, #1)",Nora_Roberts,eng,1998
12499290,"The Blinding Knife (Lightbringer, #2)",Brent_Weeks,eng,2012
18189606,Since You've Been Gone,Morgan_Matson,eng,2014
7907803,An Object of Beauty,Steve_Martin,eng,2010
174703,What to Expect When You're Expecting,Heidi_Murkoff,,1969
127823,"The Icebound Land (Ranger's Apprentice, #3)",John_Flanagan,eng,2005
165030,"Anybody Out There? (Walsh Family, #4)",Marian_Keyes,,2006
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter_Thiel,eng,2014
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah_J._Maas,eng,2016
169848,"A Christmas Carol, The Chimes and The Cricket on the Hearth",Charles_Dickens,,1843
26025580,The Grownup,Gillian_Flynn,eng,2014
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil_Gaiman,eng,1998
12820793,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish_Tripathi,eng,2013
4985,Welcome to the Monkey House,Kurt_Vonnegut_Jr.,eng,1968
16141924,Dad Is Fat,Jim_Gaffigan,,2013
2279,Truman,David_McCullough,eng,1992
16130,Alexander Hamilton,Ron_Chernow,eng,2004
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr._Seuss,,2003
28381,Dead Souls,Nikolai_Gogol,eng,1842
24920901,"The Deal (Off-Campus, #1)",Elle_Kennedy,eng,2015
26074181,"The Crown (The Selection, #5)",Kiera_Cass,eng,2016
11007587,"Zero Day (John Puller, #1)",David_Baldacci,eng,2011
551876,Tikki Tikki Tembo,Arlene_Mosel,eng,1968
3099787,"Night World, No. 1 (Night World, #1-3)",L.J._Smith,eng,2008
8204005,"Love Unscripted (Love, #1)",Tina_Reber,eng,2010
13143,"Pop Goes the Weasel (Alex Cross, #5)",James_Patterson,eng,1999
20803953,"Bully (Fall Away, #1)",Penelope_Douglas,,2013
10104,The Six Wives of Henry VIII,Alison_Weir,eng,1980
76171,We,Yevgeny_Zamyatin,eng,1924
14250,Pigs in Heaven,Barbara_Kingsolver,eng,1993
239399,"The Ghost Brigades (Old Man's War, #2)",John_Scalzi,eng,2006
6150,"Cry, the Beloved Country",Alan_Paton,eng,1948
887201,Faeries,Brian_Froud,,1978
18943,Confessions of an Ugly Stepsister,Gregory_Maguire,eng,1999
4268,How to Be Good,Nick_Hornby,,2001
25494343,"Lady Midnight (The Dark Artifices, #1)",Cassandra_Clare,eng,2016
2325825,"Inkdeath (Inkworld, #3)",Cornelia_Funke,eng,2007
76683,Foundation's Edge (Foundation #4),Isaac_Asimov,eng,1982
50798,Jude the Obscure,Thomas_Hardy,eng,1895
587582,"Queen of Sorcery (The Belgariad, #2)",David_Eddings,eng,1982
89723,The Lottery and Other Stories,Shirley_Jackson,eng,1949
7182899,"Into the Gauntlet (The 39 Clues, #10)",Margaret_Peterson_Haddix,eng,2010
5056084,"Wings (Wings, #1)",Aprilynne_Pike,eng,2009
22188,"Gossip Girl (Gossip Girl, #1)",Cecily_von_Ziegesar,eng,2002
149572,The Odessa File,Frederick_Forsyth,eng,1972
15823461,The Burgess Boys,Elizabeth_Strout,eng,2013
23692271,Sapiens: A Brief History of Humankind,Yuval_Noah_Harari,eng,2011
